0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
-4.69,-4.17,-3.76,-3.44,-3.14,-2.87,-2.63,-2.38,-2.13,-1.89,-1.66,-1.46,-1.29,-1.10,-0.91,-0.72,-0.51,-0.23,0.14
0.26,0.42,0.56,0.69,0.77,0.86,0.96,1.04,1.13,1.21,1.31,1.39,1.49,1.60,1.72,1.85,2.01,2.20,2.52
0.32,0.47,0.59,0.70,0.79,0.89,0.99,1.08,1.16,1.26,1.35,1.46,1.56,1.67,1.80,1.94,2.12,2.34,2.69
0.22,0.39,0.52,0.65,0.76,0.87,0.96,1.05,1.14,1.24,1.34,1.46,1.57,1.69,1.83,1.99,2.18,2.45,2.87
0.03,0.18,0.32,0.44,0.55,0.64,0.72,0.80,0.89,0.98,1.07,1.19,1.29,1.40,1.53,1.67,1.85,2.13,2.67
0.21,0.37,0.50,0.63,0.75,0.86,0.96,1.05,1.15,1.25,1.36,1.47,1.58,1.71,1.84,2.01,2.21,2.47,2.93
0.20,0.36,0.50,0.63,0.74,0.85,0.95,1.04,1.13,1.21,1.31,1.40,1.51,1.63,1.75,1.90,2.08,2.34,2.83
