epoch,total_train_loss,total_train_acc
0,0.5669269293178152,0.8298012349714663
1,0.547751322751152,0.8437919497443063
2,0.5448289700379361,0.8465642139496395
3,0.5434292520483801,0.8476935948703015
4,0.5424764245413717,0.8475752334125548
5,0.541820517451879,0.8482900778987382
